시도,구시,동,지번,거래수,제곱미터당,금액중간,면적중간,건축년도,용도,용도지역,최근연
서울,마포구,마포동,350,2,10814249,510000000,47.2,1992,제2종근린생활,준주거,2026
서울,마포구,마포동,407,1,5482074,315000000,57.5,2013,제2종근린생활,제2종일반주거,2024
서울,마포구,망원동,3**,9,11727291,5900000000,503.1,1991,제2종근린생활,제2종일반주거,2026
서울,마포구,망원동,382-12,1,6560460,142690000,21.8,2002,제2종근린생활,제2종일반주거,2026
서울,마포구,망원동,384-25,1,6994144,430000000,61.5,2002,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,384-48,2,4139346,135000000,33.1,2008,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,4**,9,9503802,3200000000,287.8,1990,제2종근린생활,제2종일반주거,2026
서울,마포구,망원동,408-19,1,8623994,225000000,26.1,2010,제1종근린생활,제2종일반주거,2025
서울,마포구,망원동,415-57,1,6688963,120000000,17.9,2008,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,418-27,5,5315615,128000000,22.1,2007,제2종근린생활,제2종일반주거,2026
서울,마포구,망원동,420-5,1,13333333,240000000,18.0,2014,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,425-13,1,3944349,275000000,69.7,2009,제2종근린생활,제2종일반주거,2024
서울,마포구,망원동,433-11,2,8202624,291250000,36.1,2016,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,455-66,1,11904762,255000000,21.4,2008,제1종근린생활,제2종일반주거,2026
서울,마포구,망원동,468-21,1,3024194,135000000,44.6,2002,제2종근린생활,제2종일반주거,2024
서울,마포구,망원동,469-39,1,12243286,310000000,25.3,2023,제1종근린생활,제2종일반주거,2025
서울,마포구,망원동,486-14,1,5999021,245000000,40.8,2015,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,5*,3,12105984,1760000000,181.4,1984,제2종근린생활,제2종일반주거,2025
서울,마포구,망원동,517,3,15611814,185000000,11.8,2009,판매,제2종일반주거,2025
서울,마포구,상수동,*,2,7169829,9000000000,1255.3,2003,업무,제3종일반주거,2025
서울,마포구,상수동,1**,3,12158254,1850000000,152.2,1971,제2종근린생활,제2종일반주거,2025
서울,마포구,상수동,157-1,6,11962484,914250000,75.4,2005,제2종근린생활,제3종일반주거,2025
서울,마포구,상수동,3**,20,10073752,3365000000,290.0,1996,제2종근린생활,제2종일반주거,2026
서울,마포구,상수동,334-13,15,12399861,886980000,70.0,2017,제2종근린생활,제2종일반주거,2025
서울,마포구,상수동,336-11,4,11736313,1277500000,89.7,2010,제2종근린생활,제2종일반주거,2025
서울,마포구,상수동,346-3,1,5085760,255000000,50.1,2008,제2종근린생활,제2종일반주거,2025
서울,마포구,상수동,351-16,3,8363866,1324000000,158.3,2007,제1종근린생활,제2종일반주거,2025
서울,마포구,상수동,353-25,2,6996289,405000000,57.8,2014,제2종근린생활,제2종일반주거,2026
서울,마포구,상수동,8*,2,10213095,1765000000,196.5,1985,제2종근린생활,제2종일반주거,2025
서울,마포구,상수동,9*,3,16662012,7160000000,489.8,2000,제2종근린생활,제2종일반주거,2025
서울,마포구,상암동,*,31,5026982,396160000,76.6,2022,제2종근린생활,제3종일반주거,2026
서울,마포구,상암동,1*,3,8538558,950000000,111.3,1997,제2종근린생활,제3종일반주거,2025
서울,마포구,상암동,1***,4,11557571,1680000000,136.5,2010,제2종근린생활,제3종일반주거,2025
서울,마포구,상암동,1595-1,19,7712706,10260000000,1432.3,2016,제2종근린생활,일반상업,2025
서울,마포구,상암동,1596,2,27780849,1162500000,41.6,2017,판매,일반상업,2025
서울,마포구,상암동,1601,23,4924615,736900000,79.2,2007,교육연구,일반상업,2026
서울,마포구,상암동,1605,1,11061395,1738630000,157.2,2007,판매,일반상업,2025
서울,마포구,상암동,1641,17,14930704,1700000000,118.4,2010,기타,제3종일반주거,2026
서울,마포구,상암동,1654,1,33228676,1270000000,38.2,2007,제1종근린생활,일반상업,2024
서울,마포구,상암동,1680,1,7023616,172500000,24.6,2005,제2종근린생활,제3종일반주거,2025
서울,마포구,상암동,1687,2,4956102,350000000,70.6,2005,제2종근린생활,제3종일반주거,2025
서울,마포구,상암동,1740,3,4365809,370000000,87.0,2012,제2종근린생활,준주거,2025
서울,마포구,상암동,2*,1,17610063,980000000,55.6,2009,제1종근린생활,제3종일반주거,2026
서울,마포구,상암동,2-147,1,6746121,300000000,44.5,2018,제2종근린생활,제3종일반주거,2024
서울,마포구,상암동,3*,1,10732405,3300000000,307.5,2023,제2종근린생활,제3종일반주거,2025
서울,마포구,서교동,2**,1,8599467,5100000000,593.1,2023,제2종근린생활,제2종일반주거,2025
서울,마포구,서교동,247-46,1,4942085,320000000,64.8,2017,제2종근린생활,제2종일반주거,2026
서울,마포구,서교동,3**,62,11854843,5900000000,487.9,1994,제2종근린생활,제2종일반주거,2026
서울,마포구,서교동,328-18,3,13596886,482950000,35.5,1997,제1종근린생활,제2종일반주거,2025
서울,마포구,서교동,354-9,3,9303117,2632410000,283.0,2018,제2종근린생활,근린상업,2025
서울,마포구,서교동,357-1,29,8986486,215000000,15.2,1989,판매,제2종일반주거,2026
서울,마포구,서교동,358-135,4,10369066,675000000,67.8,2017,제2종근린생활,제3종일반주거,2024
서울,마포구,서교동,371-14,1,15443135,29221500000,1892.2,1981,기타,근린상업,2025
서울,마포구,서교동,393-1,1,20684169,260000000,12.6,2019,제1종근린생활,일반상업,2026
서울,마포구,서교동,394-44,2,7864475,1415000000,179.7,2011,업무,일반상업,2025
서울,마포구,서교동,4**,19,12488571,5800000000,452.8,2002,제2종근린생활,제2종일반주거,2026
서울,마포구,서교동,465-1,2,6991175,262500000,37.6,2004,제1종근린생활,제2종일반주거,2026
서울,마포구,서교동,467-1,2,6131857,175000000,28.7,2001,업무,제2종일반주거,2025
서울,마포구,서교동,486,1,6669733,145000000,21.7,2004,제2종근린생활,제3종일반주거,2026
서울,마포구,서교동,487,9,476536,105000000,220.3,2005,판매,제2종일반주거,2026
서울,마포구,서교동,490,7,5165306,600000000,65.1,2012,판매,제3종일반주거,2026
서울,마포구,서교동,494,1,37476281,1185000000,31.6,2020,제1종근린생활,준주거,2025
서울,마포구,성산동,1*,1,11656337,2050000000,175.9,1970,제2종근린생활,제2종일반주거,2024
서울,마포구,성산동,1**,1,11738785,13000000000,1107.4,1984,제1종근린생활,제3종일반주거,2025
서울,마포구,성산동,152-7,1,9803922,250000000,25.5,1986,제1종근린생활,제2종일반주거,2025
서울,마포구,성산동,2**,3,11746464,3050000000,302.5,2021,제2종근린생활,제2종일반주거,2026
서울,마포구,성산동,200-34,1,10068259,295000000,29.3,2016,제1종근린생활,제2종일반주거,2026
서울,마포구,성산동,23-16,1,12385193,445000000,35.9,2017,제2종근린생활,제2종일반주거,2026
서울,마포구,성산동,242-15,3,6833333,123000000,18.0,2002,업무,제2종일반주거,2026
서울,마포구,성산동,256-5,1,6204299,280000000,45.1,2014,제2종근린생활,제2종일반주거,2024
서울,마포구,성산동,3*,1,6030217,7300000000,1210.6,2007,제2종근린생활,제2종일반주거,2026
서울,마포구,성산동,446,11,21111111,500000000,18.5,1986,제1종근린생활,제3종일반주거,2025
서울,마포구,성산동,5*,2,9876592,6100000000,621.1,1980,제2종근린생활,제3종일반주거,2024
서울,마포구,성산동,591-4,4,2786986,427700000,153.6,2007,제2종근린생활,유통상업,2026
서울,마포구,성산동,591-5,1,5714936,251000000,43.9,2016,제2종근린생활,유통상업,2024
서울,마포구,성산동,591-6,1,6319711,148450000,23.5,2018,제2종근린생활,유통상업,2025
서울,마포구,성산동,593-5,3,6848404,200000000,30.1,2018,제2종근린생활,유통상업,2026
서울,마포구,성산동,6**,1,11688198,6650000000,569.0,1980,제1종근린생활,제3종일반주거,2026
서울,마포구,성산동,628-10,1,4911132,105000000,21.4,2009,제2종근린생활,제2종일반주거,2026
서울,마포구,성산동,646-7,1,6616257,280000000,42.3,2019,제1종근린생활,제2종일반주거,2025
서울,마포구,성산동,667,1,4420432,90000000,20.4,2013,제1종근린생활,제2종일반주거,2026
서울,마포구,신공덕동,*,3,9906303,2400000000,242.3,2002,제2종근린생활,제2종일반주거,2026
서울,마포구,신공덕동,1*,3,13675658,2895000000,211.7,1956,제2종근린생활,제3종일반주거,2026
서울,마포구,신공덕동,139-217,1,4664179,100000000,21.4,2022,제2종근린생활,제2종일반주거,2024
서울,마포구,신공덕동,167,2,7620507,266000000,34.4,2005,제2종근린생활,일반상업,2026
서울,마포구,신공덕동,172,1,10218978,490000000,48.0,2011,제1종근린생활,준주거,2026
서울,마포구,신공덕동,178,4,27364273,1250000000,45.7,2025,제2종근린생활,일반상업,2026
서울,마포구,신수동,2*,1,11467472,3150000000,274.7,1989,제1종근린생활,제3종일반주거,2025
서울,마포구,신수동,2**,1,10386705,1300000000,125.2,1961,제1종근린생활,제2종일반주거,2025
서울,마포구,신수동,22-35,1,3909508,750000000,191.8,2002,제2종근린생활,제3종일반주거,2026
서울,마포구,신수동,3*,1,10946907,1600000000,146.2,1975,제1종근린생활,제3종일반주거,2025
서울,마포구,신수동,4**,2,5758210,901500000,151.4,1991,제2종근린생활,제2종일반주거,2025
서울,마포구,신수동,42-8,3,7028112,280000000,39.8,2016,제2종근린생활,제3종일반주거,2025
서울,마포구,신수동,445-5,1,8733624,100000000,11.4,1996,판매,제3종일반주거,2026
서울,마포구,신수동,450,4,5761792,250000000,33.5,1997,제2종근린생활,제2종일반주거,2025
서울,마포구,신수동,62-15,1,4863222,160000000,32.9,2025,제2종근린생활,제2종일반주거,2026
서울,마포구,신수동,9*,5,14562606,3670000000,332.4,2023,제2종근린생활,제2종일반주거,2026
서울,마포구,아현동,275-2,4,10357608,396450000,38.6,2023,제1종근린생활,준주거,2025
서울,마포구,아현동,327-4,2,6034695,465275000,77.1,2019,제2종근린생활,준주거,2026
서울,마포구,아현동,331-29,2,9948324,400000000,40.3,2019,제2종근린생활,준주거,2025
서울,마포구,아현동,402,1,8802817,225000000,25.6,2004,제1종근린생활,제2종일반주거,2024
서울,마포구,아현동,437-3,24,5593733,120000000,19.6,1987,업무,준주거,2026
서울,마포구,아현동,733,1,12562157,480000000,38.2,2005,제1종근린생활,준주거,2025
서울,마포구,아현동,737,1,8968610,300000000,33.4,2006,업무,준주거,2025
서울,마포구,아현동,777,3,17470694,700000000,44.4,2014,제1종근린생활,제2종일반주거,2026
서울,마포구,아현동,780,1,9667388,357500000,37.0,2016,제2종근린생활,제2종일반주거,2025
서울,마포구,아현동,797,2,4461490,285000000,63.9,2025,제1종근린생활,제2종일반주거,2026
서울,마포구,아현동,801,2,10700113,377500000,35.3,2015,제2종근린생활,제2종일반주거,2025
서울,마포구,아현동,804,8,8724400,427930000,44.7,2022,제2종근린생활,제2종일반주거,2025
서울,마포구,연남동,2**,13,12718290,3700000000,230.9,1991,제2종근린생활,제2종일반주거,2026
서울,마포구,연남동,226-2,1,9259259,180000000,19.4,2004,제2종근린생활,제2종일반주거,2025
서울,마포구,연남동,229-25,1,19700709,277780000,14.1,2015,제1종근린생활,제2종일반주거,2026
서울,마포구,연남동,3**,9,15025920,4480000000,261.0,1992,제2종근린생활,제2종일반주거,2026
서울,마포구,연남동,4**,3,6194657,1665000000,246.1,1989,제1종근린생활,제2종일반주거,2026
서울,마포구,연남동,487-88,1,4658747,400000000,85.9,2002,제2종근린생활,제2종일반주거,2025
서울,마포구,연남동,5**,3,10710598,4460000000,416.4,1996,제2종근린생활,제2종일반주거,2026
서울,마포구,연남동,562-3,3,4849565,250000000,50.5,2013,제2종근린생활,제2종일반주거,2026
서울,마포구,연남동,573,2,18290598,428000000,23.4,2003,제1종근린생활,제2종일반주거,2025
서울,마포구,염리동,*,1,10222985,1490000000,145.8,1966,제1종근린생활,준주거,2024
서울,마포구,염리동,1**,2,32412819,5810000000,199.8,1977,제2종근린생활,제3종일반주거,2026
서울,마포구,염리동,10-152,1,12587822,430000000,34.2,2021,제2종근린생활,제3종일반주거,2026
서울,마포구,염리동,174-14,1,9361233,935000000,99.9,2003,제1종근린생활,제3종일반주거,2026
서울,마포구,염리동,174-18,2,7489658,307500000,46.3,1980,교육연구,제3종일반주거,2025
서울,마포구,염리동,520,1,8896078,220000000,24.7,2001,제1종근린생활,제2종일반주거,2026
서울,마포구,염리동,532,1,18750000,225000000,12.0,2021,제2종근린생활,제2종일반주거,2025
서울,마포구,염리동,533,1,22350230,485000000,21.7,2022,제2종근린생활,제2종일반주거,2025
서울,마포구,염리동,8*,1,37593985,900000000,23.9,1956,제2종근린생활,제2종일반주거,2025
서울,마포구,용강동,1**,1,7798135,5980000000,766.8,1997,제2종근린생활,제2종일반주거,2025
서울,마포구,용강동,116-9,1,2888655,110000000,38.1,2007,제2종근린생활,제2종일반주거,2025
서울,마포구,용강동,149-45,1,5192308,135000000,26.0,2002,제2종근린생활,제2종일반주거,2025
서울,마포구,용강동,380,1,1858974,145000000,78.0,2003,제1종근린생활,제3종일반주거,2025
서울,마포구,용강동,4*,1,12374582,3700000000,299.0,1993,제1종근린생활,제3종일반주거,2026
서울,마포구,용강동,4**,4,11206126,8625000000,764.0,2018,제2종근린생활,제2종일반주거,2026
서울,마포구,용강동,494-121,2,11308190,1078500000,95.4,2002,제2종근린생활,제2종일반주거,2025
서울,마포구,용강동,494-77,1,9517766,450000000,47.3,2001,제2종근린생활,제2종일반주거,2026
서울,마포구,용강동,5*,2,27729235,18750000000,1317.4,1969,제1종근린생활,제3종일반주거,2026
서울,마포구,중동,114,1,3151287,251000000,79.6,2018,제1종근린생활,제2종일반주거,2026
서울,마포구,중동,129,1,4491690,300000000,66.8,2015,제2종근린생활,제2종일반주거,2025
서울,마포구,중동,3*,1,4140572,2400000000,579.6,1983,제1종근린생활,제2종일반주거,2024
서울,마포구,중동,390,2,14050837,300000000,21.4,1994,제2종근린생활,제3종일반주거,2025
서울,마포구,창전동,*,5,8554139,6050000000,707.3,2005,제1종근린생활,제2종일반주거,2026
서울,마포구,창전동,1**,1,10472334,16500000000,1575.6,2022,제2종근린생활,제3종일반주거,2026
서울,마포구,창전동,34-4,1,4705882,192000000,40.8,2009,제2종근린생활,제2종일반주거,2025
서울,마포구,창전동,4**,2,6737985,8880000000,1348.1,1994,제2종근린생활,제2종일반주거,2025
서울,마포구,창전동,439,1,11080502,362000000,32.7,2003,제1종근린생활,제2종일반주거,2024
서울,마포구,창전동,444,1,15773810,530000000,33.6,2007,제1종근린생활,제2종일반주거,2025
서울,마포구,합정동,2**,1,27642276,680000000,24.6,1961,제1종근린생활,제1종일반주거,2025
서울,마포구,합정동,3**,15,14016596,6310000000,295.0,1993,제2종근린생활,제2종일반주거,2026
서울,마포구,합정동,376-4,1,15873016,160000000,10.1,1986,제2종근린생활,제2종일반주거,2026
서울,마포구,합정동,381-16,2,8425945,309000000,36.4,2006,제2종근린생활,일반상업,2026
서울,마포구,합정동,382-20,1,9062075,200000000,22.1,2021,제2종근린생활,일반상업,2026
서울,마포구,합정동,4**,7,10121457,2900000000,285.4,2017,제2종근린생활,제2종일반주거,2025
서울,마포구,합정동,434-27,1,6802721,210000000,30.9,2015,제2종근린생활,제2종일반주거,2026
서울,마포구,합정동,438-10,2,9924235,145000000,14.6,2008,제2종근린생활,제2종일반주거,2026
서울,마포구,합정동,440-10,3,8100289,184000000,20.9,2009,제2종근린생활,제2종일반주거,2026
서울,마포구,합정동,448-3,1,6739453,500000000,74.2,2006,제2종근린생활,제2종일반주거,2025
서울,마포구,합정동,451-8,1,15315315,170000000,11.1,1976,제1종근린생활,제2종일반주거,2026
서울,마포구,합정동,453-13,1,11958815,403610000,33.8,2024,제2종근린생활,제2종일반주거,2024
서울,마포구,합정동,473,3,12283237,665000000,41.5,2016,판매,준주거,2026
서울,마포구,현석동,225,1,20446944,672500000,32.9,2016,제1종근린생활,제2종일반주거,2025
서울,서대문구,남가좌동,*,1,6192299,1375000000,222.0,1976,제1종근린생활,제2종일반주거,2026
서울,서대문구,남가좌동,3**,4,5806355,2335000000,413.2,1976,제2종근린생활,제2종일반주거,2026
서울,서대문구,남가좌동,345-4,2,4818071,49500000,10.3,1992,제1종근린생활,제2종일반주거,2026
서울,서대문구,남가좌동,379-2,9,6483623,179260000,27.6,2005,제1종근린생활,제3종일반주거,2025
서울,서대문구,남가좌동,384,1,9794270,246130000,25.1,,제2종근린생활,제2종일반주거,2025
서울,서대문구,남가좌동,388,1,11764706,592000000,50.3,2018,제2종근린생활,제3종일반주거,2025
서울,서대문구,남가좌동,389,1,11922295,1700000000,142.6,2019,제2종근린생활,제2종일반주거,2026
서울,서대문구,남가좌동,390,1,2444988,100000000,40.9,2020,제2종근린생활,제2종일반주거,2024
서울,서대문구,남가좌동,396,10,14386792,260000000,50.8,2024,판매,준주거,2026
서울,서대문구,냉천동,1**,2,26336979,1610000000,221.6,1950,제2종근린생활,제3종일반주거,2026
서울,서대문구,냉천동,261-2,1,6763285,98000000,14.5,2011,제2종근린생활,제2종일반주거,2024
서울,서대문구,대현동,1**,2,6676666,3300000000,574.2,1982,제1종근린생활,준주거,2026
서울,서대문구,대현동,101-1,2,3662420,172500000,47.1,,제1종근린생활,일반상업,2024
서울,서대문구,대현동,104-5,1,7919708,217000000,27.4,2014,숙박,일반상업,2025
서울,서대문구,대현동,110-20,23,5204678,160000000,29.3,2001,업무,일반상업,2026
서울,서대문구,대현동,145,36,4224462,20000000,3.8,2007,판매,일반상업,2026
서울,서대문구,대현동,27-27,1,21237080,776640000,36.6,2023,제1종근린생활,일반상업,2024
서울,서대문구,대현동,3*,2,45112032,2939500000,65.2,1969,제1종근린생활,일반상업,2026
서울,서대문구,대현동,37-18,2,13279625,3000000000,225.9,2022,제1종근린생활,일반상업,2026
서울,서대문구,대현동,37-32,1,4390587,125000000,28.5,2017,제1종근린생활,일반상업,2024
서울,서대문구,대현동,4*,5,17374311,5771920000,227.6,1967,제1종근린생활,일반상업,2026
서울,서대문구,대현동,45-5,2,4544457,1450000000,319.1,2004,제2종근린생활,준주거,2026
서울,서대문구,대현동,5*,1,10844172,6169900000,569.0,1963,제2종근린생활,준주거,2024
서울,서대문구,대현동,6*,1,1239685,1325000000,1068.8,2011,제2종근린생활,제2종일반주거,2025
서울,서대문구,대현동,60-4,9,16668618,882000000,52.9,1971,제1종근린생활,제3종일반주거,2025
서울,서대문구,대현동,90-13,4,5718068,350000000,51.6,2022,제1종근린생활,일반상업,2026
서울,서대문구,대현동,90-35,1,4000800,200000000,50.0,2018,제1종근린생활,일반상업,2025
서울,서대문구,미근동,2*,1,64693172,1497000000,23.1,1955,제1종근린생활,일반상업,2026
서울,서대문구,미근동,3*,1,10106931,5000000000,494.7,1972,제2종근린생활,일반상업,2026
서울,서대문구,미근동,3**,1,10791489,146000000000,13529.2,2015,숙박,일반상업,2026
서울,서대문구,북가좌동,312-13,1,4520796,250000000,55.3,2016,제2종근린생활,제2종일반주거,2025
서울,서대문구,북가좌동,312-17,1,7864841,270000000,34.3,2014,제2종근린생활,제2종일반주거,2025
서울,서대문구,북가좌동,322-5,1,8648076,245000000,28.3,2016,제2종근린생활,제2종일반주거,2026
서울,서대문구,북가좌동,326-12,1,3480278,150000000,43.1,2014,제2종근린생활,제3종일반주거,2026
서울,서대문구,북가좌동,335-26,1,3267262,150000000,45.9,2015,제2종근린생활,제3종일반주거,2026
서울,서대문구,북가좌동,336-30,1,4587950,265000000,57.8,2013,제2종근린생활,제2종일반주거,2026
서울,서대문구,북가좌동,338-19,2,4225441,33500000,7.8,1977,판매,제2종일반주거,2026
서울,서대문구,북가좌동,340-33,1,3528302,187000000,53.0,2017,제2종근린생활,제2종일반주거,2025
서울,서대문구,북가좌동,344-12,1,3994954,380000000,95.1,2015,제2종근린생활,제2종일반주거,2024
서울,서대문구,북가좌동,481,2,13255323,977315000,73.7,2012,제2종근린생활,제2종일반주거,2024
서울,서대문구,북가좌동,487,8,6698397,437500000,82.7,2014,제1종근린생활,제3종일반주거,2026
서울,서대문구,북가좌동,68-3,1,7236842,220000000,30.4,2000,제2종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,*,2,10304835,2478840000,299.5,1974,제2종근린생활,제2종일반주거,2026
서울,서대문구,북아현동,1**,5,15619506,1688000000,108.1,1994,제1종근린생활,제2종일반주거,2026
서울,서대문구,북아현동,1010,1,3578399,220000000,61.5,2008,제2종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,1011,3,12295082,300000000,24.4,2015,제2종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,1013,2,6631054,465500000,70.2,2018,판매,제2종일반주거,2025
서울,서대문구,북아현동,1017,1,23153693,580000000,25.0,,제2종근린생활,제2종일반주거,2024
서울,서대문구,북아현동,114-1,1,9270279,1480000000,159.6,1975,판매,제2종일반주거,2026
서울,서대문구,북아현동,129-61,1,11944756,1280000000,107.2,,제1종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,129-75,1,10806175,945000000,87.4,1999,제2종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,154-6,1,38809144,1460000000,37.6,2023,제2종근린생활,근린상업,2026
서울,서대문구,북아현동,2**,1,13736264,1500000000,109.2,1984,제1종근린생활,준주거,2026
서울,서대문구,북아현동,221-7,1,7770530,405000000,52.1,1984,기타,준주거,2025
서울,서대문구,북아현동,3*,3,29990628,1280000000,42.7,1966,제2종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,5*,1,12964564,600000000,46.3,1957,제1종근린생활,제2종일반주거,2024
서울,서대문구,북아현동,635,1,48054636,1161000000,24.2,2005,제1종근린생활,제2종일반주거,2025
서울,서대문구,북아현동,998,2,8270306,688815000,80.7,2022,제2종근린생활,준주거,2026
서울,서대문구,연희동,1**,18,7312766,1950000000,284.3,1973,제1종근린생활,제3종일반주거,2026
서울,서대문구,연희동,132-83,2,8928473,122500000,14.2,2011,제1종근린생활,제1종일반주거,2026
서울,서대문구,연희동,137-11,1,2564030,117330000,45.8,2025,제2종근린생활,제3종일반주거,2026
서울,서대문구,연희동,151-84,3,5719424,100500000,17.6,2016,제2종근린생활,제3종일반주거,2025
서울,서대문구,연희동,164-3,1,3282789,210000000,64.0,2014,제2종근린생활,준주거,2024
서울,서대문구,연희동,170-49,2,3799873,180000000,47.4,1985,제2종근린생활,제2종일반주거,2025
서울,서대문구,연희동,185-6,1,3023432,320000000,105.8,2002,제2종근린생활,제2종일반주거,2025
서울,서대문구,연희동,194-30,1,4166667,210000000,50.4,2007,제1종근린생활,제3종일반주거,2025
서울,서대문구,연희동,194-60,1,5434079,420000000,77.3,2004,제2종근린생활,제3종일반주거,2024
서울,서대문구,연희동,195-12,3,4347826,115000000,26.4,1973,제1종근린생활,제1종일반주거,2025
서울,서대문구,연희동,4**,1,12261024,2700000000,220.2,2022,제1종근린생활,제1종전용주거,2026
서울,서대문구,연희동,413-135,1,7614986,500000000,65.7,2023,제1종근린생활,제2종일반주거,2025
서울,서대문구,연희동,700,1,3482587,105000000,30.2,1993,제2종근린생활,제3종일반주거,2025
서울,서대문구,연희동,88-11,1,5287897,135000000,25.5,,업무,제3종일반주거,2025
서울,서대문구,영천동,1**,1,3237198,220000000,68.0,,제2종근린생활,제3종일반주거,2026
서울,서대문구,영천동,3**,1,78487713,2076000000,26.4,,제1종근린생활,일반상업,2025
서울,서대문구,옥천동,1**,1,4572110,920000000,201.2,1994,제2종근린생활,제3종일반주거,2024
서울,서대문구,창천동,*,4,10397249,2315000000,261.6,1993,제1종근린생활,제3종일반주거,2026
서울,서대문구,창천동,1*,4,14428842,3088950000,312.1,1979,제2종근린생활,제3종일반주거,2025
서울,서대문구,창천동,1**,2,5030473,1040000000,206.7,2011,제2종근린생활,제1종일반주거,2026
서울,서대문구,창천동,112-23,3,12873220,476300000,39.0,2021,제1종근린생활,준주거,2025
서울,서대문구,창천동,2*,6,8532720,3044560000,356.8,1970,제1종근린생활,일반상업,2026
서울,서대문구,창천동,20-26,13,4935065,140000000,29.2,2000,업무,일반상업,2026
서울,서대문구,창천동,29-81,4,3874152,82500000,22.8,2005,제1종근린생활,일반상업,2026
서울,서대문구,창천동,3*,4,13615638,5339275000,434.8,1997,제1종근린생활,제3종일반주거,2025
서울,서대문구,창천동,31-80,3,4426325,32000000,15.1,1993,판매,제2종일반주거,2026
서울,서대문구,창천동,318,1,2349182,375000000,159.6,2002,제2종근린생활,제2종일반주거,2026
서울,서대문구,창천동,4**,1,10447336,4400000000,421.2,1989,제2종근린생활,제3종일반주거,2025
서울,서대문구,창천동,5*,4,13773666,1630000000,136.8,1979,제1종근린생활,제3종일반주거,2025
서울,서대문구,창천동,501-11,1,7373272,160000000,21.7,2022,제2종근린생활,제2종일반주거,2024
서울,서대문구,창천동,7*,1,13803211,8100000000,586.8,1984,제1종근린생활,일반상업,2024
서울,서대문구,창천동,72-22,3,14309472,483780000,37.3,2021,제2종근린생활,일반상업,2025
서울,서대문구,창천동,72-31,5,11697903,717490000,106.2,2023,판매,일반상업,2024
서울,서대문구,충정로2가,4*,1,4734901,21500000000,4540.8,1990,제2종근린생활,제3종일반주거,2026
서울,서대문구,충정로2가,7*,5,2807869,122030000,43.5,1963,제1종근린생활,제3종일반주거,2026
서울,서대문구,충정로2가,9*,1,66725979,750000000,11.2,,제1종근린생활,준주거,2024
서울,서대문구,충정로3가,*,2,21732534,1175000000,57.4,1984,제2종근린생활,제2종일반주거,2026
서울,서대문구,충정로3가,1**,4,12967248,7075000000,402.8,1974,제2종근린생활,제3종일반주거,2026
서울,서대문구,충정로3가,1-39,2,3494608,242250000,69.3,2003,제2종근린생활,제2종일반주거,2025
서울,서대문구,충정로3가,250-14,1,6116827,1114180000,182.2,1971,업무,준주거,2025
서울,서대문구,충정로3가,3**,1,20124184,6320000000,314.0,,제2종근린생활,제3종일반주거,2026
서울,서대문구,충정로3가,32-10,1,16620499,360000000,21.7,2001,제1종근린생활,제2종일반주거,2025
서울,서대문구,충정로3가,464,3,11178049,3941380000,349.5,1996,업무,준주거,2026
서울,서대문구,충정로3가,465,3,4152637,145000000,36.9,2004,제2종근린생활,준주거,2026
서울,서대문구,합동,3*,1,7310447,7400000000,1012.2,2000,제2종근린생활,제3종일반주거,2025
서울,서대문구,홍은동,*,1,9592760,530000000,55.2,1985,제1종근린생활,제2종일반주거,2026
서울,서대문구,홍은동,192-11,1,2773540,200000000,72.1,2016,제2종근린생활,제2종일반주거,2026
서울,서대문구,홍은동,2**,1,2753457,320769070000,116496.8,1990,숙박,제2종일반주거,2025
서울,서대문구,홍은동,265-47,1,2355919,121000000,51.4,2002,제1종근린생활,제1종일반주거,2025
서울,서대문구,홍은동,265-77,1,2179916,150000000,68.8,2021,제2종근린생활,제1종일반주거,2025
서울,서대문구,홍은동,274-55,1,4088934,160000000,39.1,,제2종근린생활,준주거,2024
서울,서대문구,홍은동,324-3,1,3760103,116300000,30.9,2002,제1종근린생활,제2종일반주거,2025
서울,서대문구,홍은동,355,2,8229167,197500000,24.0,1987,제2종근린생활,제3종일반주거,2024
서울,서대문구,홍은동,396-1,1,4793336,305000000,63.6,2023,제2종근린생활,제3종일반주거,2024
서울,서대문구,홍은동,396-21,1,3044607,129000000,42.4,2010,제2종근린생활,제3종일반주거,2025
서울,서대문구,홍은동,397-2,1,2233140,100000000,44.8,2000,제2종근린생활,제3종일반주거,2025
서울,서대문구,홍은동,4*,3,5521936,437000000,175.5,1971,제2종근린생활,제2종일반주거,2026
서울,서대문구,홍은동,4**,1,4605438,1560000000,338.7,2013,기타,제2종일반주거,2026
서울,서대문구,홍은동,410-22,1,3581377,180000000,50.3,2013,제2종근린생활,제2종일반주거,2025
서울,서대문구,홍은동,464,2,10171260,545000000,48.4,2017,제2종근린생활,제3종일반주거,2026
서울,서대문구,홍은동,467,1,8124287,570000000,70.2,2020,제2종근린생활,제2종일반주거,2025
