시도,구시,동,단지,거래수,제곱미터당,금액중간,면적중간,건축년도,최근연
경기,평택시,비전동,한미,3,2005013,160000000,79.8,1993,2025
경기,평택시,비전동,한빛,22,3034133,302500000,90.8,1997,2026
경기,평택시,비전동,한성,23,2972344,225000000,77.4,1997,2026
경기,평택시,비전동,현대,2,1501018,88500000,59.0,1985,2026
경기,평택시,비전동,현대이화,54,2800920,205000000,62.4,1993,2026
경기,평택시,서정동,SkyView,1,2782931,135000000,48.5,2017,2025
경기,평택시,서정동,금호타운,48,2963475,211000000,84.3,1996,2026
경기,평택시,서정동,대양아리스타,14,3675105,60000000,16.5,2018,2026
경기,평택시,서정동,대옥3,1,1952901,102000000,52.2,1990,2025
경기,평택시,서정동,대옥7,6,1785530,168500000,84.7,1992,2026
경기,평택시,서정동,더프라임,1,2540835,210000000,82.6,2016,2024
경기,평택시,서정동,동산1,12,3024301,172500000,59.4,1998,2026
경기,평택시,서정동,동산2,9,3120783,185000000,59.3,1989,2026
경기,평택시,서정동,서정메트로하임,22,2726862,75000000,26.4,2016,2026
경기,평택시,서정동,서정벨루스하임,20,2650739,80000000,26.4,2016,2026
경기,평택시,서정동,서정스마트빌듀오3차,28,2673493,71500000,26.4,2016,2026
경기,평택시,서정동,서정역꿈의도시두드림주상복합,22,2893214,55000000,19.0,2018,2026
경기,평택시,서정동,서정트인자리애1차,15,2958580,80000000,27.0,2017,2026
경기,평택시,서정동,서정트인자리애2차,15,3145161,80000000,24.8,2017,2026
경기,평택시,서정동,세경1,15,2507780,137000000,54.6,1987,2026
경기,평택시,서정동,세경2,10,2407102,131500000,54.6,1988,2026
경기,평택시,서정동,신한헤센스마트서정아트타워,24,3972808,90000000,22.7,2018,2026
경기,평택시,서정동,영광,6,2266811,128500000,59.9,1997,2026
경기,평택시,서정동,주공3,20,3535354,135000000,39.6,1988,2026
경기,평택시,서정동,청천,10,2301202,93000000,39.1,1997,2026
경기,평택시,서정동,평택the#,41,4008187,355000000,85.0,2009,2026
경기,평택시,서정동,평택서정동롯데캐슬,57,3836197,358000000,85.0,2010,2026
경기,평택시,서정동,휴먼파크리움,9,3411131,76000000,22.3,2018,2026
경기,평택시,서정동,힐스테이트평택더퍼스트,64,5881825,384000000,74.9,2024,2026
경기,평택시,세교동,개나리,43,3002502,180000000,60.0,1995,2026
경기,평택시,세교동,매봉,2,1770956,105000000,59.3,1986,2026
경기,평택시,세교동,범양,4,2753623,95000000,34.5,1987,2026
경기,평택시,세교동,부영1,109,2752753,160000000,59.9,1996,2026
경기,평택시,세교동,부영2,49,3047625,259000000,85.0,2000,2026
경기,평택시,세교동,세용,1,2412900,205000000,85.0,2003,2025
경기,평택시,세교동,우성꿈그린,50,2671531,210000000,85.0,1995,2026
경기,평택시,세교동,청실보성,32,2747436,300000000,115.4,2000,2026
경기,평택시,세교동,태영청솔,65,3054327,183000000,59.9,1996,2026
경기,평택시,세교동,현대향촌,24,2766333,234500000,85.0,1998,2026
경기,평택시,세교동,힐스테이트 평택 1차,83,4704283,375000000,84.9,2018,2026
경기,평택시,세교동,힐스테이트 평택2차,98,4908347,378000000,84.8,2018,2026
경기,평택시,세교동,힐스테이트평택3차(3-1블록),50,4936962,370000000,73.4,2019,2026
경기,평택시,소사동,평택소사에스케이뷰,47,3355246,310000000,85.0,2007,2026
경기,평택시,소사동,평택효성해링턴플레이스1단지,68,4638028,363250000,84.8,2019,2026
경기,평택시,소사동,평택효성해링턴플레이스2단지,294,4505176,331750000,72.8,2019,2026
경기,평택시,신장동,MadisonSquare2,1,1948131,160000000,82.1,2015,2024
경기,평택시,신장동,대양아리스타II,3,3382900,91000000,26.9,2019,2026
경기,평택시,신장동,대준블루온3,3,3198670,125100000,39.1,2017,2026
경기,평택시,신장동,로얄코리아,2,2810575,237000000,84.3,2021,2025
